name,jan_code,price,url,category
"ユアサプライムス
					
					ユアサ　リモコン水風扇　ホワイト　ＹＡＣ－６５０ＥＲ",4979966571762,"9,980",https://www.komeri.com/shop/g/g2137031/,クリアランスセール
"ユアサプライムス
					
					ユアサ　リモコン水風扇　ホワイト　ＹＡＣ－６５０ＥＲ",4979966571762,"9,980",https://www.komeri.com/shop/g/g2137031/,クリアランスセール
"コメリ
					
					Ｊｅｎｉｘ（ジェニックス）　ＵＳＢ充電式　パーソナルミスト冷風扇　ホワイト　ＫＷＴ－Ｆ２６",4920501213258,"1,980",https://www.komeri.com/shop/g/g2020414/,クリアランスセール
"コメリ
					
					Ｊｅｎｉｘ（ジェニックス）　ＵＳＢ充電式　パーソナルミスト冷風扇　ホワイト　ＫＷＴ－Ｆ２６",4920501213258,"1,980",https://www.komeri.com/shop/g/g2020414/,クリアランスセール
"ナカトミ
					
					ナカトミ　移動式エアコン　冷房用　パネル・ダクト・リモコン付　限定収納カバー付　ＭＡＣ－２０",4511340710369,"39,800",https://www.komeri.com/shop/g/g2081810/,クリアランスセール
N/A,N/A,N/A,https://www.komeri.com/shop/pg/1005024164,クリアランスセール
"ナカトミ
					
					ナカトミ　移動式エアコン　冷房用　パネル・ダクト・リモコン付　限定収納カバー付　ＭＡＣ－２０",4511340710369,"39,800",https://www.komeri.com/shop/g/g2081810/,クリアランスセール
"コロナ
					
					コロナ　ウィンドエアコン　リララ　冷房専用　５畳用　シェルホワイト　ＣＷ－１６２４Ｒ（ＷＳ）",4906128495130,"44,800",https://www.komeri.com/shop/g/g2173793/,クリアランスセール
"コロナ
					
					コロナ　ウィンドエアコン　リララ　冷房専用　５畳用　シェルホワイト　ＣＷ－１６２４Ｒ（ＷＳ）",4906128495130,"44,800",https://www.komeri.com/shop/g/g2173793/,クリアランスセール
"RETZ
					
					ＲＥＴＺＬＩＮＫ　トルネードサーキュレーター３５ｃｍ　ＲＬ－ＡＮＡＲ３５０ＴＦ",4920501512979,"9,980",https://www.komeri.com/shop/g/g1966341/,クリアランスセール
N/A,N/A,N/A,https://www.komeri.com/shop/pg/1005024164,クリアランスセール
"RETZ
					
					ＲＥＴＺＬＩＮＫ　トルネードサーキュレーター３５ｃｍ　ＲＬ－ＡＮＡＲ３５０ＴＦ",4920501512979,"9,980",https://www.komeri.com/shop/g/g1966341/,クリアランスセール
排熱ダクト付　スポットクーラー　ＧＷＹ－２２／２５,0400128724381,"49,800",https://www.komeri.com/shop/g/g2125871/,クリアランスセール
N/A,N/A,N/A,https://www.komeri.com/shop/pg/1005024164,クリアランスセール
排熱ダクト付　スポットクーラー　ＧＷＹ－２２／２５,0400128724381,"49,800",https://www.komeri.com/shop/g/g2125871/,クリアランスセール
排熱ダクト付　スポットクーラー　ＧＷＹ－２２／２５（Ａ）,6972601291788,"49,800",https://www.komeri.com/shop/g/g2344386/,クリアランスセール
排熱ダクト付　スポットクーラー　ＧＷＹ－２２／２５（Ａ）,6972601291788,"49,800",https://www.komeri.com/shop/g/g2344386/,クリアランスセール
"ＣＵＣ
					
					中国産業　Ａｈｉｉｓｓｕ　水冷ベスト　アイスウォーターベストＰＲＯ（脇下冷却仕様）　ＩＣＷ００１",4534514025694,"15,800",https://www.komeri.com/shop/g/g2125984/,クリアランスセール
"ＣＵＣ
					
					中国産業　Ａｈｉｉｓｓｕ　水冷ベスト　アイスウォーターベストＰＲＯ（脇下冷却仕様）　ＩＣＷ００１",4534514025694,"15,800",https://www.komeri.com/shop/g/g2125984/,クリアランスセール
"コメリ
					
					Ｂｒｅｅｚｙ　Ｇｒｅｅｎ　日よけオーニング　ストライプ　１×２ｍ",4920501416345,998,https://www.komeri.com/shop/g/g2163620/,クリアランスセール
"コメリ
					
					Ｂｒｅｅｚｙ　Ｇｒｅｅｎ　日よけオーニング　ストライプ　１×２ｍ",4920501416345,998,https://www.komeri.com/shop/g/g2163620/,クリアランスセール
"コメリ
					
					Ｂｒｅｅｚｙ　Ｇｒｅｅｎ　日よけオーニング　ストライプ　２×２ｍ",4920501416352,"1,780",https://www.komeri.com/shop/g/g2163621/,クリアランスセール
"コメリ
					
					Ｂｒｅｅｚｙ　Ｇｒｅｅｎ　日よけオーニング　ストライプ　２×２ｍ",4920501416352,"1,780",https://www.komeri.com/shop/g/g2163621/,クリアランスセール
"コメリ
					
					Ｂｒｅｅｚｙ　Ｇｒｅｅｎ　雨よけオーニング　ブラウン　２００×２００",4920501416239,"2,980",https://www.komeri.com/shop/g/g2161980/,クリアランスセール
"コメリ
					
					Ｂｒｅｅｚｙ　Ｇｒｅｅｎ　雨よけオーニング　ブラウン　２００×２００",4920501416239,"2,980",https://www.komeri.com/shop/g/g2161980/,クリアランスセール
"コメリ
					
					Ｂｒｅｅｚｙ　Ｇｒｅｅｎ　日よけオーニング　ストライプ　２×３ｍ",4920501416369,"2,680",https://www.komeri.com/shop/g/g2163622/,クリアランスセール
"コメリ
					
					Ｂｒｅｅｚｙ　Ｇｒｅｅｎ　日よけオーニング　ストライプ　２×３ｍ",4920501416369,"2,680",https://www.komeri.com/shop/g/g2163622/,クリアランスセール
"コメリ
					
					アテーナライフ　涼＋シリーズ　冷感ラグ　フレッド　１８５×１８５ｃｍ　約２．２畳",4920501301450,"2,480",https://www.komeri.com/shop/g/g2167935/,クリアランスセール
"コメリ
					
					アテーナライフ　涼＋シリーズ　冷感ラグ　フレッド　１８５×１８５ｃｍ　約２．２畳",4920501301450,"2,480",https://www.komeri.com/shop/g/g2167935/,クリアランスセール
"コメリ
					
					アテーナライフ　涼＋シリーズ　強冷感ラグ　ミール　ウレタン厚１０ｍｍ　１８５×１８５ｃｍ　約２．２畳",4920501301610,"2,980",https://www.komeri.com/shop/g/g2167919/,クリアランスセール
"コメリ
					
					アテーナライフ　涼＋シリーズ　強冷感ラグ　ミール　ウレタン厚１０ｍｍ　１８５×１８５ｃｍ　約２．２畳",4920501301610,"2,980",https://www.komeri.com/shop/g/g2167919/,クリアランスセール
花王　クイックルハンディ　本体　１５個セット,0400131496039,"2,970",https://www.komeri.com/shop/g/g2348652/,クリアランスセール
花王　クイックルハンディ　本体　１５個セット,0400131496039,"2,970",https://www.komeri.com/shop/g/g2348652/,クリアランスセール
花王　クイックルハンディ　ブラック　本体　１５個セット,0400131496121,"2,970",https://www.komeri.com/shop/g/g2348661/,クリアランスセール
花王　クイックルハンディ　ブラック　本体　１５個セット,0400131496121,"2,970",https://www.komeri.com/shop/g/g2348661/,クリアランスセール
"ダイオ化成
					
					どこでも網戸",4960256212700,498,https://www.komeri.com/shop/g/g2018855/,クリアランスセール
"ダイオ化成
					
					どこでも網戸",4960256212700,498,https://www.komeri.com/shop/g/g2018855/,クリアランスセール
"ダイオ化成
					
					網押さえゴム　ブロンズ　４．５ｍｍ×１５０ｍ",4960256211055,"2,980",https://www.komeri.com/shop/g/g530167/,クリアランスセール
"ダイオ化成
					
					網押さえゴム　ブロンズ　４．５ｍｍ×１５０ｍ",4960256211055,"2,980",https://www.komeri.com/shop/g/g530167/,クリアランスセール
"ダイオ化成
					
					網戸用換気ミニファン",4960256212779,"1,280",https://www.komeri.com/shop/g/g2039229/,クリアランスセール
"ダイオ化成
					
					網戸用換気ミニファン",4960256212779,"1,280",https://www.komeri.com/shop/g/g2039229/,クリアランスセール
"コメリ
					
					マグネット簡単網戸　５０×２００ｃｍ　ブラック",4920501533929,798,https://www.komeri.com/shop/g/g1282752/,クリアランスセール
"コメリ
					
					マグネット簡単網戸　５０×２００ｃｍ　ブラック",4920501533929,798,https://www.komeri.com/shop/g/g1282752/,クリアランスセール
"コメリ
					
					ナチュラルシーズン　四角プール　ファミリー１５０型　ＫＷＰ００６５４Ｎ",4920501832985,"3,480",https://www.komeri.com/shop/g/g2121948/,クリアランスセール
"コメリ
					
					ナチュラルシーズン　四角プール　ファミリー１５０型　ＫＷＰ００６５４Ｎ",4920501832985,"3,480",https://www.komeri.com/shop/g/g2121948/,クリアランスセール
"コメリ
					
					ナチュラルシーズン　四角プール　ファミリー３００型　ＫＷＰ００７４１Ｎ",4920501833005,"5,980",https://www.komeri.com/shop/g/g2121950/,クリアランスセール
"コメリ
					
					ナチュラルシーズン　四角プール　ファミリー３００型　ＫＷＰ００７４１Ｎ",4920501833005,"5,980",https://www.komeri.com/shop/g/g2121950/,クリアランスセール
"コメリ
					
					ナチュラルシーズン　四角プール　ファミリー　３００型",4920501479968,"5,980",https://www.komeri.com/shop/g/g2068470/,クリアランスセール
"コメリ
					
					ナチュラルシーズン　四角プール　ファミリー　３００型",4920501479968,"5,980",https://www.komeri.com/shop/g/g2068470/,クリアランスセール
"コメリ
					
					ナチュラルシーズン　四角プール　ファミリー　１５０型",4920501830905,"3,480",https://www.komeri.com/shop/g/g1928354/,クリアランスセール
"コメリ
					
					ナチュラルシーズン　四角プール　ファミリー　１５０型",4920501830905,"3,480",https://www.komeri.com/shop/g/g1928354/,クリアランスセール
"コメリ
					
					Ｐｅｔａｍｉ　キューブベッド　ランダムストライプ　抗菌　ブルー",4920501931435,"2,480",https://www.komeri.com/shop/g/g2165952/,クリアランスセール
"コメリ
					
					Ｐｅｔａｍｉ　キューブベッド　ランダムストライプ　抗菌　ブルー",4920501931435,"2,480",https://www.komeri.com/shop/g/g2165952/,クリアランスセール
Ｐｅｔａｍｉ　ペットブランケット　キャンバス風　Ｍ,4920501933774,398,https://www.komeri.com/shop/g/g2120442/,クリアランスセール
Ｐｅｔａｍｉ　ペットブランケット　キャンバス風　Ｍ,4920501933774,398,https://www.komeri.com/shop/g/g2120442/,クリアランスセール
Ｐｅｔａｍｉ　ペットブランケット　キャンバス風　Ｌ,4920501933781,698,https://www.komeri.com/shop/g/g2120443/,クリアランスセール
Ｐｅｔａｍｉ　ペットブランケット　キャンバス風　Ｌ,4920501933781,698,https://www.komeri.com/shop/g/g2120443/,クリアランスセール
Ｐｅｔａｍｉ　あごのせペットマット　キャンバス風,4920501933798,998,https://www.komeri.com/shop/g/g2120441/,クリアランスセール
Ｐｅｔａｍｉ　あごのせペットマット　キャンバス風,4920501933798,998,https://www.komeri.com/shop/g/g2120441/,クリアランスセール
"フマキラー
					
					フマキラー　虫よけアロマ線香　５０巻　函入　５色パック",4902424437843,798,https://www.komeri.com/shop/g/g1717422/,クリアランスセール
"フマキラー
					
					フマキラー　虫よけアロマ線香　５０巻　函入　５色パック",4902424437843,798,https://www.komeri.com/shop/g/g1717422/,クリアランスセール
"フマキラー
					
					フマキラー　ヤブ蚊フマキラー　ダブルジェットプロ　４８０ｍＬ",4902424444346,598,https://www.komeri.com/shop/g/g1975945/,クリアランスセール
"フマキラー
					
					フマキラー　ヤブ蚊フマキラー　ダブルジェットプロ　４８０ｍＬ",4902424444346,598,https://www.komeri.com/shop/g/g1975945/,クリアランスセール
"フマキラー
					
					フマキラー　ベープマット　６０枚　蚊取りマット",4902424426830,698,https://www.komeri.com/shop/g/g1720485/,クリアランスセール
"フマキラー
					
					フマキラー　ベープマット　６０枚　蚊取りマット",4902424426830,698,https://www.komeri.com/shop/g/g1720485/,クリアランスセール
"フマキラー
					
					フマキラー　ベープマットセット　本体＋詰替　３０枚入り",4902424427103,698,https://www.komeri.com/shop/g/g527007/,クリアランスセール
"フマキラー
					
					フマキラー　ベープマットセット　本体＋詰替　３０枚入り",4902424427103,698,https://www.komeri.com/shop/g/g527007/,クリアランスセール
